Date,Close,SMA_10,SMA_50,Signal
2023-03-10 00:00:00-05:00,2118.397216796875,2226.1447509765626,2182.829765625,Comprar
2023-03-13 00:00:00-04:00,2045.291748046875,2207.6191650390624,2182.5473095703123,Comprar
2023-03-14 00:00:00-04:00,2061.906494140625,2189.675048828125,2184.2420239257813,Comprar
2023-03-15 00:00:00-04:00,1991.29345703125,2163.257421875,2183.942958984375,Vender
2023-03-16 00:00:00-04:00,1968.86328125,2137.0889892578125,2181.6168701171873,Vender
2023-03-17 00:00:00-04:00,1993.785400390625,2110.0897705078123,2177.5296044921874,Vender
2023-03-20 00:00:00-04:00,1993.785400390625,2081.84443359375,2173.4423388671876,Vender
2023-03-21 00:00:00-04:00,2040.307373046875,2062.82041015625,2169.6375341796875,Vender
2023-03-22 00:00:00-04:00,2000.4315185546875,2040.0580200195313,2165.367502441406,Vender
2023-03-23 00:00:00-04:00,1904.0653076171875,2011.8127197265626,2158.6883203125,Vender
2023-03-24 00:00:00-04:00,1908.2191162109373,1990.7949096679688,2151.759914550781,Vender
2023-03-27 00:00:00-04:00,1943.1103515625,1980.5767700195313,2145.761945800781,Vender
2023-03-28 00:00:00-04:00,1983.8165283203125,1972.7677734375,2140.3122607421874,Vender
2023-03-29 00:00:00-04:00,1978.8323974609373,1971.5216674804688,2133.3173950195314,Vender
2023-03-30 00:00:00-04:00,2011.2313232421875,1975.7584716796875,2127.5852587890627,Vender
2023-03-31 00:00:00-04:00,2035.3228759765625,1979.9122192382813,2122.617409667969,Vender
2023-04-03 00:00:00-04:00,2120.05908203125,1992.5395874023438,2119.543664550781,Vender
2023-04-04 00:00:00-04:00,2090.15185546875,1997.5240356445313,2116.984973144531,Vender
2023-04-05 00:00:00-04:00,2110.090087890625,2008.489892578125,2114.924729003906,Vender
2023-04-06 00:00:00-04:00,2110.090087890625,2029.0923706054687,2112.3826538085937,Vender
2023-04-07 00:00:00-04:00,2110.090087890625,2049.2794677734373,2111.2694653320314,Vender
2023-04-10 00:00:00-04:00,2092.644287109375,2064.232861328125,2110.0898120117185,Vender
2023-04-11 00:00:00-04:00,2143.319580078125,2080.1831665039062,2108.611086425781,Vender
2023-04-12 00:00:00-04:00,2143.319580078125,2096.631884765625,2108.727390136719,Vender
2023-04-13 00:00:00-04:00,2129.197021484375,2108.4284545898436,2109.358757324219,Vender
2023-04-14 00:00:00-04:00,2126.704833984375,2117.566650390625,2109.7409008789064,Comprar
2023-04-17 00:00:00-04:00,2123.3818359375,2117.89892578125,2109.3919897460937,Comprar
2023-04-18 00:00:00-04:00,2120.05908203125,2120.8896484375,2108.428332519531,Comprar
2023-04-19 00:00:00-04:00,2114.243896484375,2121.305029296875,2107.813586425781,Comprar
