Date,Close,SMA_20,Upper_Band,Lower_Band,Signal
2024-01-01 05:00:00,43902.6484375,44455.155078125,46098.06137970007,42812.248776549925,mantén
2024-01-02 05:00:00,44663.62890625,44432.2955078125,46048.712613538475,42815.87840208653,mantén
2024-01-03 05:00:00,45366.0703125,44375.9474609375,45750.34660410434,43001.54831777066,mantén
2024-01-04 05:00:00,44780.69921875,44358.94140625,45702.606940685444,43015.275871814556,mantén
2024-01-05 05:00:00,43883.13671875,44297.0572265625,45606.549990875006,42987.56446225,mantén
2024-01-08 05:00:00,43883.13671875,44277.1025390625,45599.64476697958,42954.56031114542,mantén
2024-01-09 05:00:00,44857.37890625,44305.8599609375,45653.642921550105,42958.0770003249,mantén
2024-01-10 05:00:00,45228.90625,44353.19375,45762.56921186953,42943.81828813047,mantén
2024-01-11 05:00:00,44661.8359375,44372.1740234375,45787.73642693979,42956.61161993522,mantén
2024-01-12 05:00:00,44192.53125,44367.6890625,45785.018630608894,42950.35949439111,mantén
2024-01-15 05:00:00,44192.53125,44285.5974609375,45524.159965695304,43047.03495617969,mantén
2024-01-16 05:00:00,42980.171875,44195.57109375,45539.84482805009,42851.297359449905,mantén
2024-01-17 05:00:00,43371.25390625,44134.8548828125,45514.19534849163,42755.51441713337,mantén
2024-01-18 05:00:00,43038.83203125,44057.517578125,45502.34494332945,42612.69021292055,mantén
2024-01-19 05:00:00,43508.1328125,44037.791796875,45502.16204689783,42573.421546852165,mantén
2024-01-22 05:00:00,43508.1328125,44018.066015625,45500.617079568445,42535.51495168156,mantén
2024-01-23 05:00:00,43175.7109375,43981.719140625,45511.08900230052,42452.34927894948,mantén
2024-01-24 05:00:00,43175.7109375,44008.7873046875,45454.63096093954,42562.94364843547,mantén
2024-01-25 05:00:00,43175.7109375,43972.4404296875,45465.30290722826,42479.57795214674,mantén
2024-01-26 05:00:00,43175.7109375,43936.0935546875,45470.91858124064,42401.26852813435,mantén
2024-01-29 05:00:00,42041.56640625,43843.039453125,45596.49922524392,42089.57968100608,compra
2024-01-30 05:00:00,42022.01171875,43710.95859375,45597.10300188472,41824.81418561528,mantén
2024-01-31 05:00:00,43957.87890625,43640.5490234375,45364.72651747279,41916.37152940222,mantén
2024-02-01 05:00:00,44388.0703125,43620.917578125,45298.75333219592,41943.08182405408,mantén
2024-02-02 05:00:00,44661.8359375,43659.8525390625,45398.35246191152,41921.35261621348,mantén
