Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sugerencia
2024-01-01 00:00:00-05:00,43902.6484375,43902.6484375,43902.6484375,43902.6484375,0,0.0,0.0,mantén
2024-01-02 00:00:00-05:00,44780.7026386386,44878.26408229576,44663.62890625,44663.62890625,1935,0.0,0.0,mantén
2024-01-03 00:00:00-05:00,45366.0703125,45366.0703125,45366.0703125,45366.0703125,1495,0.0,0.0,mantén
2024-01-04 00:00:00-05:00,43941.67086737473,45151.43267633442,43941.67086737473,44780.69921875,4861,0.0,0.0,compra
2024-01-05 00:00:00-05:00,44117.28418012172,44117.28418012172,43883.13671875,43883.13671875,5072,0.0,0.0,compra
2024-01-08 00:00:00-05:00,43883.13671875,43883.13671875,43883.13671875,43883.13671875,0,0.0,0.0,compra
2024-01-09 00:00:00-05:00,43977.4352114211,45346.23043809939,43977.4352114211,44857.375,13790,96.45,0.0,compra
2024-01-10 00:00:00-05:00,45268.01077638619,45268.01077638619,44016.54093202821,45228.90234375,6278,0.0,0.0,mantén
2024-01-11 00:00:00-05:00,45424.45047408604,45424.45047408604,43684.12499315893,44661.8359375,2943,0.0,0.0,compra
2024-01-12 00:00:00-05:00,44114.314380530974,44935.59150995575,44114.314380530974,44192.53125,37287,0.0,0.0,mantén
2024-01-15 00:00:00-05:00,44192.53125,44192.53125,44192.53125,44192.53125,405,0.0,0.0,compra
2024-01-16 00:00:00-05:00,44192.52939462011,44192.52939462011,42980.16796875,42980.16796875,4092,0.0,0.0,compra
2024-01-17 00:00:00-05:00,44485.84829731176,44485.84829731176,43351.70359346821,43371.2578125,11142,0.0,0.0,compra
2024-01-18 00:00:00-05:00,44075.20554222512,44075.20554222512,43038.83203125,43038.83203125,2756,0.0,0.0,mantén
2024-01-19 00:00:00-05:00,43508.13671875,43508.13671875,43508.13671875,43508.13671875,802,0.0,0.0,compra
2024-01-22 00:00:00-05:00,43508.13671875,43508.13671875,43508.13671875,43508.13671875,0,0.0,0.0,compra
2024-01-23 00:00:00-05:00,42725.9678141276,43175.71484375,42041.57016035439,43175.71484375,14693,0.0,0.0,mantén
2024-01-24 00:00:00-05:00,43175.71484375,43175.71484375,43175.71484375,43175.71484375,0,0.0,0.0,compra
2024-01-25 00:00:00-05:00,43175.71484375,43175.71484375,43175.71484375,43175.71484375,0,0.0,0.0,compra
2024-01-26 00:00:00-05:00,43175.71484375,43175.71484375,43175.71484375,43175.71484375,0,0.0,0.0,mantén
2024-01-29 00:00:00-05:00,43781.89171329942,43781.89171329942,42041.56640625,42041.56640625,14086,0.0,0.0,mantén
2024-01-30 00:00:00-05:00,42061.12406206376,43410.36514076315,42022.015625,42022.015625,20946,0.0,0.0,compra
2024-01-31 00:00:00-05:00,43117.0475926518,44603.168053895126,43019.27650967526,43957.87890625,19059,0.0,0.0,mantén
2024-02-01 00:00:00-05:00,43429.91755059196,44388.07421875,43429.91755059196,44388.07421875,5399,0.0,0.0,mantén
2024-02-02 00:00:00-05:00,43762.341868706215,44661.8359375,43156.16108321476,44661.8359375,29599,0.0,0.0,mantén
2024-02-05 00:00:00-05:00,44779.1609375,44974.703125,44779.1609375,44974.703125,5060,0.0,0.0,mantén
2024-02-06 00:00:00-05:00,45346.23249865011,45346.23249865011,44974.7023488121,45268.015625,2350,0.0,0.0,compra
2024-02-07 00:00:00-05:00,45365.78085004266,45835.08203125,45052.91339590444,45835.08203125,11793,0.0,0.0,mantén
2024-02-08 00:00:00-05:00,45835.08203125,45835.08203125,45835.08203125,45835.08203125,870,0.0,0.0,mantén
2024-02-09 00:00:00-05:00,45087.01640625,45087.01640625,44675.53125,45067.421875,11560,96.45,0.0,mantén
2024-02-12 00:00:00-05:00,45067.421875,45067.421875,45067.421875,45067.421875,378,0.0,0.0,compra
2024-02-13 00:00:00-05:00,44871.47503142383,45792.41796875,44224.855522237376,45792.41796875,5060,0.0,0.0,mantén
2024-02-14 00:00:00-05:00,45792.41953125,45792.41953125,45361.33984375,45753.23046875,1376,0.0,0.0,mantén
2024-02-15 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,47,0.0,0.0,compra
2024-02-16 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,350,0.0,0.0,mantén
2024-02-19 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-20 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-21 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-22 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-23 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-26 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
2024-02-27 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-02-28 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
2024-02-29 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
2024-03-01 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-03-04 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-03-05 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-03-06 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
2024-03-07 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-03-08 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,mantén
2024-03-11 00:00:00-04:00,45800.5390625,45800.5390625,45800.5390625,45800.5390625,454,48.24,0.0,mantén
2024-03-12 00:00:00-04:00,44349.044060202206,45388.62802092344,44349.044060202206,45349.3984375,2207,0.0,0.0,mantén
2024-03-13 00:00:00-04:00,45015.948962882096,45114.02292576419,44917.875,44917.875,158362,0.0,0.0,mantén
2024-03-14 00:00:00-04:00,44407.88817999567,45251.32421875,44388.27338839673,45251.32421875,76167,0.0,0.0,compra
2024-03-15 00:00:00-04:00,44819.799165398,45172.86541702914,44819.799165398,45094.40625,139076,0.0,0.0,mantén
2024-03-18 00:00:00-04:00,45015.94609882305,45310.16796875,44721.724228896106,45310.16796875,197986,0.0,0.0,compra
2024-03-19 00:00:00-04:00,44976.71951669465,45270.94140625,44976.71951669465,45270.94140625,4155,0.0,0.0,mantén
2024-03-20 00:00:00-04:00,44976.71849220116,44976.71849220116,44878.64453125,44878.64453125,34990,0.0,0.0,mantén
2024-03-21 00:00:00-04:00,44917.87513878358,45270.94140625,44917.87513878358,45270.94140625,85377,0.0,0.0,compra
2024-03-22 00:00:00-04:00,45310.1704777252,45310.1704777252,45055.1781763354,45074.79296875,1528,0.0,0.0,mantén
2024-03-26 00:00:00-04:00,45074.793596813724,45310.17110906863,45015.94921875,45015.94921875,1224,0.0,0.0,compra
2024-03-27 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,88,0.0,0.0,mantén
2024-03-28 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,0,0.0,0.0,mantén
2024-03-29 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,0,0.0,0.0,mantén
2024-04-01 00:00:00-04:00,45035.5624332265,45898.61328125,45015.94764122596,45898.61328125,8594,0.0,0.0,compra
2024-04-02 00:00:00-04:00,45898.611871778354,45702.46395779639,44231.3546029317,45663.234375,8665,0.0,0.0,mantén
2024-04-03 00:00:00-04:00,45663.234375,45663.234375,45663.234375,45663.234375,537,0.0,0.0,mantén
2024-04-04 00:00:00-04:00,45663.234375,45663.234375,45663.234375,45663.234375,269,0.0,0.0,mantén
2024-04-05 00:00:00-04:00,45663.23557464455,43152.54220971564,41191.06301836493,41387.2109375,3317,0.0,0.0,compra
2024-04-08 00:00:00-04:00,41387.2109375,41387.2109375,41387.2109375,41387.2109375,1256,0.0,0.0,mantén
2024-04-09 00:00:00-04:00,41387.2109375,41387.2109375,41387.2109375,41387.2109375,1065,0.0,0.0,compra
2024-04-10 00:00:00-04:00,41387.20904296875,41387.20904296875,39229.58203125,39229.58203125,3126,0.0,0.0,mantén
