,ARR,Volatilidad,Sharpe Ratio
Buy_Mantein,1.1504954864764456,0.6052769642001922,1.818168460996415
Revertion_Mean,-0.7530352025575889,0.43474811921376594,-1.8471274907637634
Media_Movil,-0.1430601032427502,0.6071238294807272,-0.31799131226305916
Agente_BVC,0.3059928597480477,0.2953528454265249,0.8667357153047344
