,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Signal
0,2024-01-01 00:00:00-05:00,43902.6484375,43902.6484375,43902.6484375,43902.6484375,0,0.0,0.0,compra
1,2024-01-02 00:00:00-05:00,44780.69872214941,44878.26015727392,44663.625,44663.625,1935,0.0,0.0,compra
2,2024-01-03 00:00:00-05:00,45366.06640625,45366.06640625,45366.06640625,45366.06640625,1495,0.0,0.0,compra
3,2024-01-04 00:00:00-05:00,43941.67086737473,45151.43267633442,43941.67086737473,44780.69921875,4861,0.0,0.0,compra
4,2024-01-05 00:00:00-05:00,44117.28418012172,44117.28418012172,43883.13671875,43883.13671875,5072,0.0,0.0,compra
5,2024-01-08 00:00:00-05:00,43883.13671875,43883.13671875,43883.13671875,43883.13671875,0,0.0,0.0,compra
6,2024-01-09 00:00:00-05:00,43977.43904104457,45346.23438691968,43977.43904104457,44857.37890625,13790,96.45,0.0,compra
7,2024-01-10 00:00:00-05:00,45268.01077638619,45268.01077638619,44016.54093202821,45228.90234375,6278,0.0,0.0,compra
8,2024-01-11 00:00:00-05:00,45424.44650113562,45424.44650113562,43684.12117242229,44661.83203125,2943,0.0,0.0,compra
9,2024-01-12 00:00:00-05:00,44114.314380530974,44935.59150995575,44114.314380530974,44192.53125,37287,0.0,0.0,compra
10,2024-01-15 00:00:00-05:00,44192.53125,44192.53125,44192.53125,44192.53125,405,0.0,0.0,compra
11,2024-01-16 00:00:00-05:00,44192.52939462011,44192.52939462011,42980.16796875,42980.16796875,4092,0.0,0.0,compra
12,2024-01-17 00:00:00-05:00,44485.84429067572,44485.84429067572,43351.69968897937,43371.25390625,11142,0.0,0.0,compra
13,2024-01-18 00:00:00-05:00,44075.20554222512,44075.20554222512,43038.83203125,43038.83203125,2756,0.0,0.0,compra
14,2024-01-19 00:00:00-05:00,43508.1328125,43508.1328125,43508.1328125,43508.1328125,802,0.0,0.0,compra
15,2024-01-22 00:00:00-05:00,43508.1328125,43508.1328125,43508.1328125,43508.1328125,0,0.0,0.0,compra
16,2024-01-23 00:00:00-05:00,42725.96394856771,43175.7109375,42041.56635671422,43175.7109375,14693,0.0,0.0,compra
17,2024-01-24 00:00:00-05:00,43175.7109375,43175.7109375,43175.7109375,43175.7109375,0,0.0,0.0,compra
18,2024-01-25 00:00:00-05:00,43175.7109375,43175.7109375,43175.7109375,43175.7109375,0,0.0,0.0,compra
19,2024-01-26 00:00:00-05:00,43175.7109375,43175.7109375,43175.7109375,43175.7109375,0,0.0,0.0,compra
20,2024-01-29 00:00:00-05:00,43781.89171329942,43781.89171329942,42041.56640625,42041.56640625,14086,0.0,0.0,compra
21,2024-01-30 00:00:00-05:00,42061.12406206376,43410.36514076315,42022.015625,42022.015625,20946,0.0,0.0,compra
22,2024-01-31 00:00:00-05:00,43117.0475926518,44603.168053895126,43019.27650967526,43957.87890625,19059,0.0,0.0,compra
23,2024-02-01 00:00:00-05:00,43429.91372866189,44388.0703125,43429.91372866189,44388.0703125,5399,0.0,0.0,compra
24,2024-02-02 00:00:00-05:00,43762.3380411285,44661.83203125,43156.15730865532,44661.83203125,29599,0.0,0.0,compra
25,2024-02-05 00:00:00-05:00,44779.1570482337,44974.69921875,44779.1570482337,44974.69921875,5060,0.0,0.0,compra
26,2024-02-06 00:00:00-05:00,45346.22858565065,45346.22858565065,44974.69846787257,45268.01171875,2350,0.0,0.0,compra
27,2024-02-07 00:00:00-05:00,45365.78471629693,45835.0859375,45052.91723549488,45835.0859375,11793,0.0,0.0,compra
28,2024-02-08 00:00:00-05:00,45835.0859375,45835.0859375,45835.0859375,45835.0859375,870,0.0,0.0,compra
29,2024-02-09 00:00:00-05:00,45087.01640625,45087.01640625,44675.53125,45067.421875,11560,96.45,0.0,compra
30,2024-02-12 00:00:00-05:00,45067.421875,45067.421875,45067.421875,45067.421875,378,0.0,0.0,compra
31,2024-02-13 00:00:00-05:00,44871.47503142383,45792.41796875,44224.855522237376,45792.41796875,5060,0.0,0.0,compra
32,2024-02-14 00:00:00-05:00,45792.41953125,45792.41953125,45361.33984375,45753.23046875,1376,0.0,0.0,compra
33,2024-02-15 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,47,0.0,0.0,compra
34,2024-02-16 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,350,0.0,0.0,compra
35,2024-02-19 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
36,2024-02-20 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
37,2024-02-21 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
38,2024-02-22 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
39,2024-02-23 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
40,2024-02-26 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
41,2024-02-27 00:00:00-05:00,45753.23046875,45753.23046875,45753.23046875,45753.23046875,0,0.0,0.0,compra
