,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Signal
0,2024-01-01 00:00:00-05:00,2170.918212890625,2170.918212890625,2170.918212890625,2170.918212890625,0,0.0,0.0,compra
1,2024-01-02 00:00:00-05:00,2170.918329518312,2198.750615794188,2166.279615139,2184.83447265625,740229,0.0,0.0,compra
2,2024-01-03 00:00:00-05:00,2194.111838600852,2245.1376953125,2189.473124354339,2245.1376953125,2824764,0.0,0.0,compra
3,2024-01-04 00:00:00-05:00,2263.6926812629936,2272.970110284564,2231.2216796875,2231.2216796875,7680764,0.0,0.0,compra
4,2024-01-05 00:00:00-05:00,2245.1377272654654,2272.970013140657,2245.1377272654654,2268.331298828125,2593112,0.0,0.0,compra
5,2024-01-08 00:00:00-05:00,2268.331298828125,2268.331298828125,2268.331298828125,2268.331298828125,0,0.0,0.0,compra
6,2024-01-09 00:00:00-05:00,2249.776376871575,2249.776376871575,2212.666663438641,2221.944091796875,6205275,0.0,0.0,compra
7,2024-01-10 00:00:00-05:00,2208.028130830224,2217.305559951359,2175.55712890625,2175.55712890625,3053737,0.0,0.0,compra
8,2024-01-11 00:00:00-05:00,2198.750615794188,2203.3893301735006,2180.1957582769373,2184.83447265625,1809844,0.0,0.0,compra
9,2024-01-12 00:00:00-05:00,2198.7504461348685,2217.305302220395,2189.4730180921056,2203.38916015625,2884748,0.0,0.0,compra
10,2024-01-15 00:00:00-05:00,2203.38916015625,2203.38916015625,2189.4730180921056,2203.38916015625,427263,0.0,0.0,compra
11,2024-01-16 00:00:00-05:00,2198.750788359877,2198.750788359877,2152.3636409261244,2166.27978515625,4253709,0.0,0.0,compra
12,2024-01-17 00:00:00-05:00,2152.363568102052,2157.0022826884788,2138.4474243427712,2147.724853515625,5092743,0.0,0.0,compra
13,2024-01-18 00:00:00-05:00,2152.3634510869565,2152.3634510869565,2124.531165081522,2133.80859375,4888401,0.0,0.0,compra
14,2024-01-19 00:00:00-05:00,2129.170050370066,2129.170050370066,2087.4216180098683,2115.25390625,4223169,0.0,0.0,compra
15,2024-01-22 00:00:00-05:00,2115.25390625,2115.25390625,2115.25390625,2115.25390625,0,0.0,0.0,compra
16,2024-01-23 00:00:00-05:00,2092.0602064610566,2133.808636301743,2092.0602064610566,2129.169921875,4438261,0.0,0.0,compra
17,2024-01-24 00:00:00-05:00,2129.169921875,2129.169921875,2129.169921875,2129.169921875,0,0.0,0.0,compra
18,2024-01-25 00:00:00-05:00,2129.169921875,2129.169921875,2129.169921875,2129.169921875,0,0.0,0.0,compra
19,2024-01-26 00:00:00-05:00,2129.169921875,2129.169921875,2129.169921875,2129.169921875,0,0.0,0.0,compra
20,2024-01-29 00:00:00-05:00,2175.5569500057086,2226.5828059759915,2175.5569500057086,2221.944091796875,3334508,0.0,0.0,compra
21,2024-01-30 00:00:00-05:00,2203.389277119018,2226.582848457113,2203.389277119018,2217.305419921875,2041122,0.0,0.0,compra
22,2024-01-31 00:00:00-05:00,2208.028217846628,2221.9443620767534,2166.27978515625,2166.27978515625,5674933,0.0,0.0,compra
23,2024-02-01 00:00:00-05:00,2198.7507017090884,2226.5829890724945,2157.0022706639797,2175.55712890625,2856567,0.0,0.0,compra
24,2024-02-02 00:00:00-05:00,2157.002239885001,2170.9183833681304,2152.363525390625,2152.363525390625,1329585,0.0,0.0,compra
25,2024-02-05 00:00:00-05:00,2157.002239885001,2166.279668873754,2138.447381907496,2152.363525390625,1307406,0.0,0.0,compra
26,2024-02-06 00:00:00-05:00,2180.1957582769373,2189.4731870355627,2147.724757621749,2184.83447265625,1728880,0.0,0.0,compra
27,2024-02-07 00:00:00-05:00,2184.8346311153878,2194.112060546875,2170.918486968156,2194.112060546875,1985107,0.0,0.0,compra
28,2024-02-08 00:00:00-05:00,2203.3892118013823,2208.0279259314902,2170.918212890625,2170.918212890625,7357052,0.0,0.0,compra
29,2024-02-09 00:00:00-05:00,2166.2797118613325,2166.2797118613325,2138.4474243427712,2147.724853515625,3991935,0.0,0.0,compra
30,2024-02-12 00:00:00-05:00,2161.641040356128,2180.195899071632,2143.086181640625,2143.086181640625,3416185,0.0,0.0,compra
31,2024-02-13 00:00:00-05:00,2147.724704348386,2147.724704348386,2110.614990234375,2110.614990234375,3168712,0.0,0.0,compra
32,2024-02-14 00:00:00-05:00,2119.8924187628777,2143.0859900841347,2110.614990234375,2110.614990234375,2353063,0.0,0.0,compra
33,2024-02-15 00:00:00-05:00,2096.6989208877994,2147.724779581972,2096.6989208877994,2129.169921875,4545594,0.0,0.0,compra
34,2024-02-16 00:00:00-05:00,2133.8085513828632,2147.724694109273,2133.8085513828632,2138.447265625,3215751,0.0,0.0,compra
35,2024-02-19 00:00:00-05:00,2124.531175789854,2138.447318862713,2105.976318359375,2105.976318359375,355978,0.0,0.0,compra
36,2024-02-20 00:00:00-05:00,2133.8087650767543,2152.3636239035086,2110.6151915433115,2115.25390625,2612608,0.0,0.0,compra
37,2024-02-21 00:00:00-05:00,2138.4472975833223,2161.640869140625,2129.1698689604013,2161.640869140625,5196637,0.0,0.0,compra
38,2024-02-22 00:00:00-05:00,2124.5310715895434,2180.1956411508413,2124.5310715895434,2170.918212890625,2135737,0.0,0.0,compra
39,2024-02-23 00:00:00-05:00,2143.086011894783,2170.9182977635464,2138.4472975833223,2161.640869140625,1395482,0.0,0.0,compra
40,2024-02-26 00:00:00-05:00,2170.9184143456823,2180.1958434668177,2157.0022706639797,2175.55712890625,4085477,0.0,0.0,compra
41,2024-02-27 00:00:00-05:00,2170.9182873742056,2198.750573109772,2170.9182873742056,2189.47314453125,2181966,0.0,0.0,compra
42,2024-02-28 00:00:00-05:00,2189.473165760869,2208.028023097826,2133.80859375,2133.80859375,4521562,0.0,0.0,compra
