,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Buy_Mantein,Buy_Mantein_Rnd,Revertion_Mean,Revertion_Mean_Rnd,Media_Movil,Media_Movil_Rnd,Agente_BVC,Agente_BVC_Rnd
0,2024-01-01 00:00:00-05:00,2170.918212890625,2170.918212890625,2170.918212890625,2170.918212890625,0,0.0,0.0,compra,0.0,mantén,0.0,vende,0.0,compra,0.0
1,2024-01-02 00:00:00-05:00,2170.918329518312,2198.750615794188,2166.279615139,2184.83447265625,740229,0.0,0.0,compra,0.006410310477378692,mantén,0.0,vende,-0.00641019729687603,vende,-0.006410254878510658
2,2024-01-03 00:00:00-05:00,2194.111838600852,2245.1376953125,2189.473124354339,2245.1376953125,2824764,0.0,0.0,compra,0.02760081983828062,mantén,0.0,vende,-0.02760081983828062,compra,0.027600803131896237
3,2024-01-04 00:00:00-05:00,2263.6926812629936,2272.970110284564,2231.2216796875,2231.2216796875,7680764,0.0,0.0,compra,-0.006198290489734543,mantén,0.0,vende,0.006198290489734543,mantén,0.0
4,2024-01-05 00:00:00-05:00,2245.1377272654654,2272.970013140657,2245.1377272654654,2268.331298828125,2593112,0.0,0.0,compra,0.016631973182432726,mantén,0.0,vende,-0.016631973182432726,mantén,0.0
5,2024-01-08 00:00:00-05:00,2268.331298828125,2268.331298828125,2268.331298828125,2268.331298828125,0,0.0,0.0,compra,0.0,mantén,0.0,vende,-0.0,mantén,0.0
6,2024-01-09 00:00:00-05:00,2249.776376871575,2249.776376871575,2212.666663438641,2221.944091796875,6205275,0.0,0.0,compra,-0.020449925923613874,mantén,0.0,vende,0.02044981829355775,compra,-0.020449854958715062
7,2024-01-10 00:00:00-05:00,2208.028130830224,2217.305559951359,2175.55712890625,2175.55712890625,3053737,0.0,0.0,compra,-0.020876746207017342,mantén,0.0,vende,0.020876853790163897,compra,-0.020876840491406274
8,2024-01-11 00:00:00-05:00,2198.750615794188,2203.3893301735006,2180.1957582769373,2184.83447265625,1809844,0.0,0.0,compra,0.004264353083048725,mantén,0.0,vende,-0.004264353083048725,compra,0.0042643713523088924
9,2024-01-12 00:00:00-05:00,2198.7504461348685,2217.305302220395,2189.4730180921056,2203.38916015625,2884748,0.0,0.0,compra,0.00849249118512938,mantén,0.0,vende,-0.008492602928434448,compra,0.008492646129178967
10,2024-01-15 00:00:00-05:00,2203.38916015625,2203.38916015625,2189.4730180921056,2203.38916015625,427263,0.0,0.0,compra,0.0,mantén,0.0,vende,-0.0,mantén,0.0
11,2024-01-16 00:00:00-05:00,2198.750788359877,2198.750788359877,2152.3636409261244,2166.27978515625,4253709,0.0,0.0,compra,-0.016841952239325914,mantén,0.0,vende,0.01684206117550387,compra,-0.016842139214774326
