Date,Close,SMA_10,SMA_50,Signal
2024-01-01 05:00:00,5810.5478515625,5798.185107421875,5084.413955078125,compra
2024-01-02 05:00:00,5858.09716796875,5790.577197265625,5112.864140625,compra
2024-01-03 05:00:00,5848.587890625,5812.45,5141.124140625,compra
2024-01-04 05:00:00,5934.17626953125,5842.881640625,5171.095908203125,compra
2024-01-05 05:00:00,6114.86474609375,5869.509326171875,5204.718408203125,compra
2024-01-08 05:00:00,6114.86474609375,5896.13701171875,5239.50525390625,compra
2024-01-09 05:00:00,6038.78564453125,5918.960791015625,5272.75203125,compra
2024-01-10 05:00:00,6133.884765625,5947.490478515625,5306.902783203125,compra
2024-01-11 05:00:00,6228.9833984375,5989.334033203125,5345.265703125,compra
2024-01-12 05:00:00,6276.53271484375,6035.93251953125,5384.91228515625,compra
2024-01-15 05:00:00,6371.63134765625,6092.040869140625,5426.46083984375,compra
2024-01-16 05:00:00,6371.63134765625,6143.394287109375,5468.804091796875,compra
2024-01-17 05:00:00,6371.63134765625,6195.6986328125,5507.5249609375,compra
2024-01-18 05:00:00,6333.59228515625,6235.640234375,5542.805224609375,compra
2024-01-19 05:00:00,6190.943359375,6243.248095703125,5573.4767578125,compra
2024-01-22 05:00:00,6190.943359375,6250.85595703125,5604.148291015625,compra
2024-01-23 05:00:00,6257.5126953125,6272.728662109375,5637.81455078125,compra
2024-01-24 05:00:00,6257.5126953125,6285.091455078125,5672.03525390625,compra
2024-01-25 05:00:00,6257.5126953125,6287.944384765625,5705.33189453125,compra
2024-01-26 05:00:00,6257.5126953125,6286.0423828125,5738.351279296875,compra
2024-01-29 05:00:00,6209.96337890625,6269.8755859375,5765.5220703125,compra
2024-01-30 05:00:00,6114.86474609375,6244.19892578125,5790.051611328125,compra
2024-01-31 05:00:00,6086.33447265625,6215.66923828125,5814.93462890625,compra
2024-02-01 05:00:00,5991.23583984375,6181.43359375,5836.067509765625,compra
2024-02-02 05:00:00,6048.29541015625,6167.168798828125,5857.971953125,compra
