Date,Close,SMA_10,SMA_50,Signal
2024-01-01 05:00:00,2043.42529296875,2048.6648559570312,2026.6283618164061,compra
2024-01-02 05:00:00,2056.524169921875,2047.3549682617188,2026.5428979492187,compra
2024-01-03 05:00:00,2113.285888671875,2054.7776489257812,2027.2328442382814,compra
2024-01-04 05:00:00,2100.187255859375,2059.1439575195313,2028.7566357421874,compra
2024-01-05 05:00:00,2135.117431640625,2067.439904785156,2031.0608081054688,compra
2024-01-08 05:00:00,2135.117431640625,2075.7358520507814,2034.591650390625,compra
2024-01-09 05:00:00,2091.45458984375,2078.792272949219,2036.791279296875,compra
2024-01-10 05:00:00,2047.7916259765625,2080.9754272460937,2037.1853833007813,compra
2024-01-11 05:00:00,2056.524169921875,2082.2853149414063,2037.7541381835938,compra
2024-01-12 05:00:00,2073.989501953125,2085.3417358398438,2038.999306640625,compra
2024-01-15 05:00:00,2073.989501953125,2088.398156738281,2040.2444750976563,compra
2024-01-16 05:00:00,2039.05908203125,2086.651647949219,2042.753701171875,compra
2024-01-17 05:00:00,2021.59375,2077.4824340820314,2044.995400390625,compra
2024-01-18 05:00:00,2008.494873046875,2068.313195800781,2046.72978515625,compra
2024-01-19 05:00:00,1991.02978515625,2053.904431152344,2048.1148681640625,compra
2024-01-22 05:00:00,1991.02978515625,2039.4956665039062,2049.499951171875,vende
2024-01-23 05:00:00,2004.1285400390625,2030.7630615234375,2050.819899902344,vende
2024-01-24 05:00:00,2004.1285400390625,2026.3967529296874,2051.7309643554686,vende
2024-01-25 05:00:00,2004.1285400390625,2021.1571899414062,2052.6420288085938,vende
2024-01-26 05:00:00,2004.1285400390625,2014.17109375,2052.16287109375,vende
2024-01-29 05:00:00,2091.45458984375,2015.9176025390625,2053.103125,vende
2024-01-30 05:00:00,2087.088134765625,2020.7205078125,2053.2200439453127,vende
2024-01-31 05:00:00,2039.05908203125,2022.467041015625,2052.86705078125,vende
2024-02-01 05:00:00,2047.7916259765625,2026.3967163085938,2052.934045410156,vende
2024-02-02 05:00:00,2025.9600830078125,2029.88974609375,2051.337744140625,vende
2024-02-05 05:00:00,2025.9600830078125,2033.3827758789062,2050.640998535156,vende
2024-02-06 05:00:00,2056.524169921875,2038.6223388671874,2050.2284155273437,vende
2024-02-07 05:00:00,2065.2568359375,2044.7351684570312,2050.072268066406,vende
2024-02-08 05:00:00,2043.42529296875,2048.66484375,2049.7248266601564,vende
2024-02-09 05:00:00,2021.59375,2050.4113647460936,2048.5318579101563,compra
2024-02-12 05:00:00,2017.2275390625,2042.9886596679687,2047.2515649414063,vende
2024-02-13 05:00:00,1986.663330078125,2032.9461791992187,2045.8506567382813,vende
2024-02-14 05:00:00,1986.663330078125,2027.7066040039062,2045.4310791015625,vende
2024-02-15 05:00:00,2004.1285400390625,2023.3402954101562,2045.1972534179688,vende
