Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-01 00:00:00-05:00,43857.27734375,43857.27734375,43857.27734375,43857.27734375,0,0.0,0.0
2024-01-02 00:00:00-05:00,44734.42148591088,44831.88209916995,44617.46875,44617.46875,1935,0.0,0.0
2024-01-03 00:00:00-05:00,45319.1875,45319.1875,45319.1875,45319.1875,1495,0.0,0.0
2024-01-04 00:00:00-05:00,43896.260593681916,45104.77220860567,43896.260593681916,44734.421875,4861,0.0,0.0
2024-01-05 00:00:00-05:00,44071.69063507392,44071.69063507392,43837.78515625,43837.78515625,5072,0.0,0.0
2024-01-08 00:00:00-05:00,43837.78515625,43837.78515625,43837.78515625,43837.78515625,0,0.0,0.0
2024-01-09 00:00:00-05:00,43931.98906965181,45299.36978769344,43931.98906965181,44811.01953125,13790,96.45,0.0
2024-01-10 00:00:00-05:00,45221.232081576956,45221.232081576956,43971.055471114356,45182.1640625,6278,0.0,0.0
2024-01-11 00:00:00-05:00,45377.50211902091,45377.50211902091,43638.97534821038,44615.67578125,2943,0.0,0.0
2024-01-12 00:00:00-05:00,44068.72334070796,44889.15170077434,44068.72334070796,44146.859375,37287,0.0,0.0
2024-01-15 00:00:00-05:00,44146.859375,44146.859375,44146.859375,44146.859375,405,0.0,0.0
2024-01-16 00:00:00-05:00,44146.8625241697,44146.8625241697,42935.75390625,42935.75390625,4092,0.0,0.0
2024-01-17 00:00:00-05:00,44439.872148684066,44439.872148684066,43306.89958401432,43326.43359375,11142,0.0,0.0
2024-01-18 00:00:00-05:00,44029.657985716716,44029.657985716716,42994.35546875,42994.35546875,2756,0.0,0.0
2024-01-19 00:00:00-05:00,43463.171875,43463.171875,43463.171875,43463.171875,802,0.0,0.0
2024-01-22 00:00:00-05:00,43463.171875,43463.171875,43463.171875,43463.171875,0,0.0,0.0
2024-01-23 00:00:00-05:00,42681.8115234375,43131.09375,41998.12117866848,43131.09375,14693,0.0,0.0
2024-01-24 00:00:00-05:00,43131.09375,43131.09375,43131.09375,43131.09375,0,0.0,0.0
2024-01-25 00:00:00-05:00,43131.09375,43131.09375,43131.09375,43131.09375,0,0.0,0.0
2024-01-26 00:00:00-05:00,43131.09375,43131.09375,43131.09375,43131.09375,0,0.0,0.0
2024-01-29 00:00:00-05:00,43736.64796693314,43736.64796693314,41998.12109375,41998.12109375,14086,0.0,0.0
2024-01-30 00:00:00-05:00,42017.65395605514,43365.50059620754,41978.5859375,41978.5859375,20946,0.0,0.0
2024-01-31 00:00:00-05:00,43072.4907209186,44557.075435108985,42974.82067393239,43912.453125,19059,0.0,0.0
2024-02-01 00:00:00-05:00,43385.03662582599,44342.203125,43385.03662582599,44342.203125,5399,0.0,0.0
2024-02-02 00:00:00-05:00,43717.111382853545,44615.67578125,43111.55711436898,44615.67578125,29599,0.0,0.0
2024-02-05 00:00:00-05:00,44732.88255774457,44928.22265625,44732.88255774457,44928.22265625,5060,0.0,0.0
2024-02-06 00:00:00-05:00,45299.36650411717,45299.36650411717,44928.22033612311,45221.23046875,2350,0.0,0.0
2024-02-07 00:00:00-05:00,45318.89865081058,45787.71484375,45006.3545221843,45787.71484375,11793,0.0,0.0
2024-02-08 00:00:00-05:00,45787.71484375,45787.71484375,45787.71484375,45787.71484375,870,0.0,0.0
2024-02-09 00:00:00-05:00,45040.418029891305,45040.418029891305,44629.35815217391,45020.84375,11560,96.45,0.0
2024-02-12 00:00:00-05:00,45020.84375,45020.84375,45020.84375,45020.84375,378,0.0,0.0
2024-02-13 00:00:00-05:00,44825.106389735774,45745.09765625,44179.15507494919,45745.09765625,5060,0.0,0.0
2024-02-14 00:00:00-05:00,45745.0938737955,45745.0938737955,45314.45969954497,45705.9453125,1376,0.0,0.0
2024-02-15 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,47,0.0,0.0
2024-02-16 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,350,0.0,0.0
2024-02-19 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-20 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-21 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-22 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-23 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-26 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-27 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-28 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-02-29 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-01 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-04 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-05 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-06 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-07 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-08 00:00:00-05:00,45705.9453125,45705.9453125,45705.9453125,45705.9453125,0,0.0,0.0
2024-03-11 00:00:00-04:00,45800.5390625,45800.5390625,45800.5390625,45800.5390625,454,96.45,0.0
2024-03-12 00:00:00-04:00,44349.044060202206,45388.62802092344,44349.044060202206,45349.3984375,2207,0.0,0.0
2024-03-13 00:00:00-04:00,45015.948962882096,45114.02292576419,44917.875,44917.875,158362,0.0,0.0
2024-03-14 00:00:00-04:00,44407.888179995665,45251.32421875,44388.27338839673,45251.32421875,76167,0.0,0.0
2024-03-15 00:00:00-04:00,44819.799165398,45172.86541702914,44819.799165398,45094.40625,139076,0.0,0.0
2024-03-18 00:00:00-04:00,45015.94609882305,45310.16796875,44721.724228896106,45310.16796875,197986,0.0,0.0
2024-03-19 00:00:00-04:00,44976.71951669465,45270.94140625,44976.71951669465,45270.94140625,4155,0.0,0.0
2024-03-20 00:00:00-04:00,44976.71849220116,44976.71849220116,44878.64453125,44878.64453125,34990,0.0,0.0
2024-03-21 00:00:00-04:00,44917.87513878358,45270.94140625,44917.87513878358,45270.94140625,85377,0.0,0.0
2024-03-22 00:00:00-04:00,45310.170477725194,45310.170477725194,45055.1781763354,45074.79296875,1528,0.0,0.0
2024-03-26 00:00:00-04:00,45074.793596813724,45310.17110906863,45015.94921875,45015.94921875,1224,0.0,0.0
2024-03-27 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,88,0.0,0.0
2024-03-28 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,0,0.0,0.0
2024-03-29 00:00:00-04:00,45015.94921875,45015.94921875,45015.94921875,45015.94921875,0,0.0,0.0
2024-04-01 00:00:00-04:00,45035.5624332265,45898.61328125,45015.94764122596,45898.61328125,8594,0.0,0.0
2024-04-02 00:00:00-04:00,45898.611871778354,45702.46395779639,44231.3546029317,45663.234375,8665,0.0,0.0
2024-04-03 00:00:00-04:00,45663.234375,45663.234375,45663.234375,45663.234375,537,0.0,0.0
2024-04-04 00:00:00-04:00,45663.234375,45663.234375,45663.234375,45663.234375,269,0.0,0.0
2024-04-05 00:00:00-04:00,45663.23557464455,43152.54220971564,41191.06301836493,41387.2109375,3317,0.0,0.0
2024-04-08 00:00:00-04:00,41387.2109375,41387.2109375,41387.2109375,41387.2109375,1256,0.0,0.0
2024-04-09 00:00:00-04:00,41387.2109375,41387.2109375,41387.2109375,41387.2109375,1065,0.0,0.0
2024-04-10 00:00:00-04:00,41387.20904296875,41387.20904296875,39229.58203125,39229.58203125,3126,0.0,0.0
2024-04-11 00:00:00-04:00,39229.584714040255,39955.33203125,37287.72027069526,39955.33203125,3692,0.0,0.0
2024-04-12 00:00:00-04:00,39955.33209080217,41191.06401113625,39955.33209080217,41171.44921875,2452,0.0,0.0
2024-04-15 00:00:00-04:00,41171.44921875,41171.44921875,41171.44921875,41171.44921875,1247,0.0,0.0
2024-04-16 00:00:00-04:00,41171.44672047565,40779.150896554966,37778.08784356175,39072.6640625,5042,0.0,0.0
2024-04-17 00:00:00-04:00,39072.66636513158,37268.10546875,37268.10546875,37268.10546875,1147,0.0,0.0
2024-04-18 00:00:00-04:00,37268.10248940678,37150.41374470339,33580.5218220339,34718.1796875,6309,0.0,0.0
2024-04-19 00:00:00-04:00,34718.182650569725,36150.0625,36150.0625,36150.0625,1048,0.0,0.0
2024-04-22 00:00:00-04:00,36150.0625,36150.0625,36150.0625,36150.0625,543,0.0,0.0
2024-04-23 00:00:00-04:00,36150.0625,36150.0625,36150.0625,36150.0625,129,0.0,0.0
