,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Buy_Mantein,Buy_Mantein_Rnd,Revertion_Mean,Revertion_Mean_Rnd,Media_Movil,Media_Movil_Rnd,Agente_BVC,Agente_BVC_Rnd
0,2024-01-01 00:00:00-05:00,43902.6484375,43902.6484375,43902.6484375,43902.6484375,0,0.0,0.0,compra,0.0,mantén,0.0,vende,0.0,mantén,0.0
1,2024-01-02 00:00:00-05:00,44780.69872214941,44878.26015727392,44663.625,44663.625,1935,0.0,0.0,compra,0.017333272355614937,mantén,0.0,vende,-0.01733336133088497,mantén,0.0
2,2024-01-03 00:00:00-05:00,45366.06640625,45366.06640625,45366.06640625,45366.06640625,1495,0.0,0.0,compra,0.01572737112695174,mantén,0.0,vende,-0.015727369751446774,mantén,0.0
3,2024-01-04 00:00:00-05:00,43941.67086737473,45151.43267633442,43941.67086737473,44780.69921875,4861,0.0,0.0,compra,-0.012903194697509746,mantén,0.0,vende,0.012903279691578421,compra,-0.012903279691578421
4,2024-01-05 00:00:00-05:00,44117.28418012172,44117.28418012172,43883.13671875,43883.13671875,5072,0.0,0.0,compra,-0.020043512398399178,mantén,0.0,vende,0.020043512398399178,compra,-0.020043512398399178
5,2024-01-08 00:00:00-05:00,43883.13671875,43883.13671875,43883.13671875,43883.13671875,0,0.0,0.0,compra,0.0,mantén,0.0,vende,-0.0,compra,0.0
6,2024-01-09 00:00:00-05:00,43977.43904104457,45346.23438691968,43977.43904104457,44857.37890625,13790,96.45,0.0,compra,0.022200832947379862,mantén,0.0,vende,-0.022200832947379862,compra,0.022200743932548835
7,2024-01-10 00:00:00-05:00,45268.01077638619,45268.01077638619,44016.54093202821,45228.90234375,6278,0.0,0.0,compra,0.0082823260421985,mantén,0.0,compra,0.008282413123746625,mantén,0.0
8,2024-01-11 00:00:00-05:00,45424.44650113562,45424.44650113562,43684.12117242229,44661.83203125,2943,0.0,0.0,compra,-0.012537786307307128,mantén,0.0,compra,-0.012537785224465825,compra,-0.012537699941072318
9,2024-01-12 00:00:00-05:00,44114.314380530974,44935.59150995575,44114.314380530974,44192.53125,37287,0.0,0.0,compra,-0.010507871260669044,mantén,0.0,compra,-0.010507957804438387,mantén,0.0
10,2024-01-15 00:00:00-05:00,44192.53125,44192.53125,44192.53125,44192.53125,405,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,compra,0.0
