Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-02 00:00:00-05:00,2027.0155320315653,2066.060503345288,2027.0155320315653,2059.41455078125,1474560,0.0,0.0
2023-01-03 00:00:00-05:00,2064.3988988539754,2085.1674994460677,1977.1707763671875,1977.1707763671875,8883437,0.0,0.0
2023-01-04 00:00:00-05:00,1977.17090551404,2048.6148962174884,1943.941142396157,2006.2469482421875,14320260,0.0,0.0
2023-01-05 00:00:00-05:00,2019.5387031950324,2088.490456533242,2017.0464711466634,2085.16748046875,9307020,0.0,0.0
2023-01-06 00:00:00-05:00,2089.321214786913,2207.2868658802495,2089.321214786913,2198.148681640625,21712400,0.0,0.0
2023-01-09 00:00:00-05:00,2198.148681640625,2198.148681640625,2198.148681640625,2198.148681640625,0,0.0,0.0
2023-01-10 00:00:00-05:00,2243.009012744413,2243.009012744413,2138.3352588163407,2230.5478515625,8389320,0.0,0.0
2023-01-11 00:00:00-05:00,2243.009150005863,2263.777753246658,2189.8415257094275,2213.93310546875,10383564,0.0,0.0
2023-01-12 00:00:00-05:00,2193.164236497773,2267.1004550766747,2193.164236497773,2238.0244140625,16049836,0.0,0.0
2023-01-13 00:00:00-05:00,2243.0087444443166,2276.2385036212695,2222.240144958721,2254.63916015625,8619623,0.0,0.0
2023-01-16 00:00:00-05:00,2252.977962239583,2261.2854031032984,2238.0245686848957,2243.009033203125,400070,0.0,0.0
2023-01-17 00:00:00-05:00,2263.777477505983,2271.254173761966,2243.8396208233617,2256.30078125,4391571,0.0,0.0
2023-01-18 00:00:00-05:00,2267.9311272590194,2370.943383588733,2267.9311272590194,2328.575439453125,12467371,0.0,0.0
2023-01-19 00:00:00-05:00,2334.390874436517,2337.713850770235,2293.684414348478,2297.838134765625,4342351,0.0,0.0
2023-01-20 00:00:00-05:00,2285.3768200865657,2313.6221170269305,2281.2230999482767,2283.71533203125,4671757,0.0,0.0
2023-01-23 00:00:00-05:00,2326.0832101182864,2335.2213941580367,2264.6081538508747,2273.746337890625,6986901,0.0,0.0
2023-01-24 00:00:00-05:00,2293.6843803948677,2293.6843803948677,2218.086669921875,2218.086669921875,9074076,0.0,0.0
2023-01-25 00:00:00-05:00,2202.3026215607697,2233.870897539385,2184.8569953620613,2213.102294921875,11432596,0.0,0.0
2023-01-26 00:00:00-05:00,2255.47021774479,2255.47021774479,2221.4097098525112,2237.19384765625,4177451,0.0,0.0
2023-01-27 00:00:00-05:00,2202.30224609375,2202.30224609375,2139.165704900568,2165.74951171875,17102952,0.0,0.0
