Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sugerencia
2024-01-01 00:00:00-05:00,2061.157958984375,2061.157958984375,2061.157958984375,2061.157958984375,0,0.0,0.0,compra
2024-01-02 00:00:00-05:00,2061.158053841561,2087.5831570959394,2056.7538699658307,2074.37060546875,740229,0.0,0.0,vende
2024-01-03 00:00:00-05:00,2083.1787386807528,2131.624755859375,2078.774555300878,2131.624755859375,2824764,0.0,0.0,compra
2024-01-04 00:00:00-05:00,2149.2416393256235,2158.050006699909,2118.412353515625,2118.412353515625,7680764,0.0,0.0,mantén
2024-01-05 00:00:00-05:00,2131.6248342439926,2158.049935494952,2131.6248342439926,2153.645751953125,2593112,0.0,0.0,mantén
2024-01-08 00:00:00-05:00,2153.645751953125,2153.645751953125,2153.645751953125,2153.645751953125,0,0.0,0.0,mantén
2024-01-09 00:00:00-05:00,2136.0291062516308,2136.0291062516308,2100.795636457789,2109.60400390625,6205275,0.0,0.0,compra
2024-01-10 00:00:00-05:00,2096.391543260261,2105.199911089086,2065.562255859375,2065.562255859375,3053737,0.0,0.0,compra
2024-01-11 00:00:00-05:00,2087.5831570959394,2091.9873409716693,2069.96642159302,2074.37060546875,1809844,0.0,0.0,compra
2024-01-12 00:00:00-05:00,2087.5831208881577,2105.1998560855263,2078.7747532894737,2091.9873046875,2884748,0.0,0.0,compra
2024-01-15 00:00:00-05:00,2091.9873046875,2091.9873046875,2078.7747532894737,2091.9873046875,427263,0.0,0.0,mantén
2024-01-16 00:00:00-05:00,2087.583193923983,2087.583193923983,2043.5413543897216,2056.75390625,4253709,0.0,0.0,compra
2024-01-17 00:00:00-05:00,2043.5410240618253,2047.9452073033376,2030.328474337288,2039.1368408203125,5092743,0.0,0.0,mantén
2024-01-18 00:00:00-05:00,2043.5410495923916,2043.5410495923916,2017.1159498131797,2025.92431640625,4888401,0.0,0.0,mantén
2024-01-19 00:00:00-05:00,2021.520167300576,2021.520167300576,1981.8825169613488,2008.3076171875,4223169,0.0,0.0,mantén
2024-01-22 00:00:00-05:00,2008.3076171875,2008.3076171875,2008.3076171875,2008.3076171875,0,0.0,0.0,mantén
2024-01-23 00:00:00-05:00,1986.2866750812736,2025.9243249165984,1986.2866750812736,2021.5201416015625,4438261,0.0,0.0,compra
2024-01-24 00:00:00-05:00,2021.5201416015625,2021.5201416015625,2021.5201416015625,2021.5201416015625,0,0.0,0.0,compra
2024-01-25 00:00:00-05:00,2021.5201416015625,2021.5201416015625,2021.5201416015625,2021.5201416015625,0,0.0,0.0,compra
2024-01-26 00:00:00-05:00,2021.5201416015625,2021.5201416015625,2021.5201416015625,2021.5201416015625,0,0.0,0.0,compra
2024-01-29 00:00:00-05:00,2065.562166663948,2114.0081876304803,2065.562166663948,2109.60400390625,3334508,0.0,0.0,mantén
2024-01-30 00:00:00-05:00,2091.987156568711,2114.0080740062763,2091.987156568711,2105.19970703125,2041122,0.0,0.0,mantén
2024-01-31 00:00:00-05:00,2096.391561830835,2109.604113691113,2056.75390625,2056.75390625,5674933,0.0,0.0,mantén
2024-02-01 00:00:00-05:00,2087.5831754314368,2114.0082789179105,2047.9455202017257,2065.562255859375,2856567,0.0,0.0,mantén
2024-02-02 00:00:00-05:00,2047.9451988483297,2061.157748518319,2043.541015625,2043.541015625,1329585,0.0,0.0,mantén
2024-02-05 00:00:00-05:00,2047.9451988483297,2056.753565294989,2030.3284659550104,2043.541015625,1307406,0.0,0.0,compra
2024-02-06 00:00:00-05:00,2069.96642159302,2078.77478934448,2039.1371344629115,2074.37060546875,1728880,0.0,0.0,mantén
2024-02-07 00:00:00-05:00,2074.370587403376,2083.178955078125,2061.1580358912524,2083.178955078125,1985107,0.0,0.0,mantén
2024-02-08 00:00:00-05:00,2091.98724469568,2096.391428368723,2061.157958984375,2061.157958984375,7357052,0.0,0.0,mantén
2024-02-09 00:00:00-05:00,2056.7535737863627,2056.7535737863627,2030.328474337288,2039.1368408203125,3991935,0.0,0.0,mantén
2024-02-12 00:00:00-05:00,2052.3493990547213,2069.9661320938176,2034.732666015625,2034.732666015625,3416185,0.0,0.0,mantén
2024-02-13 00:00:00-05:00,2039.1369095016312,2039.1369095016312,2003.9034423828125,2003.9034423828125,3168712,0.0,0.0,mantén
2024-02-14 00:00:00-05:00,2012.7118091625173,2034.732726111779,2003.9034423828125,2003.9034423828125,2353063,0.0,0.0,mantén
2024-02-15 00:00:00-05:00,1990.6908583963095,2039.1368748617067,1990.6908583963095,2021.5201416015625,4545594,0.0,0.0,mantén
2024-02-16 00:00:00-05:00,2025.9243079328228,2039.1368577671676,2025.9243079328228,2030.3284912109373,3215751,0.0,0.0,mantén
2024-02-19 00:00:00-05:00,2017.1160012131745,2030.3285514394615,1999.499267578125,1999.499267578125,355978,0.0,0.0,mantén
2024-02-20 00:00:00-05:00,2025.924350671601,2043.5410841557016,2003.9034338164747,2008.3076171875,2612608,0.0,0.0,compra
2024-02-21 00:00:00-05:00,2030.328449298384,2052.349365234375,2021.5200829239875,2052.349365234375,5196637,0.0,0.0,mantén
2024-02-22 00:00:00-05:00,2017.11612225394,2069.966326330462,2017.11612225394,2061.157958984375,2135737,0.0,0.0,compra
2024-02-23 00:00:00-05:00,2034.732632485582,2061.1577316087714,2030.328449298384,2052.349365234375,1395482,0.0,0.0,compra
2024-02-26 00:00:00-05:00,2061.1580719449626,2069.9664397737874,2047.9455202017257,2065.562255859375,4085477,0.0,0.0,mantén
2024-02-27 00:00:00-05:00,2061.1579238115733,2087.583025398901,2061.1579238115733,2078.774658203125,2181966,0.0,0.0,mantén
2024-02-28 00:00:00-05:00,2078.774515964674,2096.3912491508154,2025.92431640625,2025.92431640625,4521562,0.0,0.0,compra
