Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sugerencia
2024-01-01 00:00:00-05:00,26946.267578125,26946.267578125,26946.267578125,26946.267578125,0,0.0,0.0,compra
2024-01-02 00:00:00-05:00,26856.205934938527,27756.81646260246,26856.205934938527,27468.62109375,344331,0.0,0.0,mantén
2024-01-03 00:00:00-05:00,27468.622112211226,27918.927392739275,27288.5,27288.5,208828,0.0,0.0,mantén
2024-01-04 00:00:00-05:00,27648.74290433199,29053.6953125,27648.74290433199,29053.6953125,498310,0.0,0.0,compra
2024-01-05 00:00:00-05:00,29053.69753270896,30170.45466043863,29053.69753270896,29900.271484375,716198,0.0,0.0,compra
2024-01-08 00:00:00-05:00,29900.271484375,29900.271484375,29900.271484375,29900.271484375,0,0.0,0.0,mantén
2024-01-09 00:00:00-05:00,29197.791007211537,29377.91309855769,28765.49798798077,29269.83984375,861419,0.0,0.0,mantén
2024-01-10 00:00:00-05:00,29359.90391550998,29540.026025421084,28873.57421875,28873.57421875,506419,0.0,0.0,compra
2024-01-11 00:00:00-05:00,28909.596293807943,28909.596293807943,28171.095703125,28171.095703125,382387,0.0,0.0,mantén
2024-01-12 00:00:00-05:00,27918.927209449168,28225.134798197963,27864.890576140555,28081.037109375,229754,0.0,0.0,mantén
2024-01-15 00:00:00-05:00,28153.08441401312,28495.31640625,28153.08441401312,28495.31640625,86213,0.0,0.0,mantén
2024-01-16 00:00:00-05:00,28495.31605252443,28495.31605252443,27648.7421875,27648.7421875,652628,0.0,0.0,compra
2024-01-17 00:00:00-05:00,27558.68109284333,28099.04738878143,27558.68109284333,27936.9375,445398,0.0,0.0,mantén
2024-01-18 00:00:00-05:00,28008.988704219744,28369.232931926752,27648.74447651274,28279.171875,408206,0.0,0.0,compra
2024-01-19 00:00:00-05:00,28279.169453274957,28333.206082803503,27918.925256417948,28153.083984375,789471,0.0,0.0,compra
2024-01-22 00:00:00-05:00,28153.083984375,28153.083984375,28153.083984375,28153.083984375,0,0.0,0.0,mantén
2024-01-23 00:00:00-05:00,28008.986385382737,28135.071854641694,27648.7421875,27648.7421875,440040,0.0,0.0,mantén
2024-01-24 00:00:00-05:00,27648.7421875,27648.7421875,27648.7421875,27648.7421875,0,0.0,0.0,mantén
2024-01-25 00:00:00-05:00,27648.7421875,27648.7421875,27648.7421875,27648.7421875,0,0.0,0.0,compra
2024-01-26 00:00:00-05:00,27648.7421875,27648.7421875,27648.7421875,27648.7421875,0,0.0,0.0,mantén
2024-01-29 00:00:00-05:00,27918.92478962484,28063.022465958387,27792.839322832984,28026.998046875,170553,0.0,0.0,mantén
2024-01-30 00:00:00-05:00,28171.096723790324,28207.121144153225,27918.92578125,27918.92578125,176483,0.0,0.0,mantén
2024-01-31 00:00:00-05:00,27918.925832178946,28153.084564964964,27630.73046875,27630.73046875,294370,0.0,0.0,mantén
2024-02-01 00:00:00-05:00,27702.77633964343,28243.14258814103,27702.77633964343,28099.044921875,353891,0.0,0.0,compra
2024-02-02 00:00:00-05:00,28117.059520216517,28459.29150668936,28045.010680959072,28441.279296875,277020,0.0,0.0,mantén
2024-02-05 00:00:00-05:00,28369.231479632588,28405.255900559107,28189.109375,28189.109375,111840,0.0,0.0,compra
2024-02-06 00:00:00-05:00,28369.23340774992,28459.29446618722,28225.13571425024,28333.208984375,154635,0.0,0.0,mantén
