Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-28 00:00:00-04:00,2066.25,2080.5,2014.0,2033.0,28850075,0.0,0.0
2025-03-31 00:00:00-04:00,2140.0,2090.0,2010.0,2075.0,19199615,107.0,0.0
2025-04-01 00:00:00-04:00,2075.0,2090.0,2055.0,2085.0,9610095,0.0,0.0
2025-04-02 00:00:00-04:00,2085.0,2095.0,2060.0,2080.0,9290128,0.0,0.0
2025-04-03 00:00:00-04:00,2080.0,2040.0,1980.0,2000.0,20826287,0.0,0.0
