Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-06 00:00:00-04:00,2924.6582792028153,3026.2741435021244,2920.388705072592,3014.3193359375,1085969,0.0,0.0
2023-06-07 00:00:00-04:00,3065.5544893973215,3065.5544893973215,2988.7021484375,2988.7021484375,551580,0.0,0.0
2023-06-08 00:00:00-04:00,2988.7020250212045,3025.4203641857507,2980.1628763782865,3020.296875,598101,0.0,0.0
2023-06-13 00:00:00-04:00,3159.485138274811,3202.1808833866326,3078.3632225623496,3108.250244140625,159263,0.0,0.0
2023-06-14 00:00:00-04:00,3103.9804670307,3103.9804670307,2988.701962753081,3031.397705078125,1803795,0.0,0.0
2023-06-15 00:00:00-04:00,3078.3630801730687,3091.1718031141495,3066.4082720947267,3074.093505859375,165304,0.0,0.0
2023-06-16 00:00:00-04:00,3057.015077239731,3065.554225500177,3014.3193359375,3014.3193359375,96266,0.0,0.0
2023-06-19 00:00:00-04:00,3014.3193359375,3014.3193359375,3014.3193359375,3014.3193359375,0,0.0,0.0
2023-06-20 00:00:00-04:00,3010.0504628057065,3010.0504628057065,2937.4676856884057,2946.0068359375,221063,0.0,0.0
2023-06-21 00:00:00-04:00,2937.467515895361,2937.467515895361,2858.0534231691204,2862.322998046875,86727,0.0,0.0
2023-06-22 00:00:00-04:00,2864.8843463621015,2922.9505566609455,2819.6268589232964,2872.569580078125,575844,0.0,0.0
2023-06-23 00:00:00-04:00,2864.8846270388603,2865.7385419798557,2840.12109375,2840.12109375,52931,0.0,0.0
2023-06-26 00:00:00-04:00,2831.265869140625,2831.265869140625,2831.265869140625,2831.265869140625,3614,0.0,0.0
2023-06-27 00:00:00-04:00,2800.8407910741016,2855.4913430950596,2792.301642320827,2852.07568359375,173823,0.0,0.0
2023-06-28 00:00:00-04:00,2860.6148471428905,2860.6148471428905,2800.8408055608006,2826.458251953125,14678,0.0,0.0
2023-06-29 00:00:00-04:00,2799.1329186936828,2800.840748418328,2783.762451171875,2783.762451171875,272215,0.0,0.0
2023-06-30 00:00:00-04:00,2792.3016142003676,2903.310546875,2792.3016142003676,2903.310546875,300418,0.0,0.0
2023-07-03 00:00:00-04:00,2903.310546875,2903.310546875,2903.310546875,2903.310546875,0,0.0,0.0
2023-07-04 00:00:00-04:00,2860.6146603538873,2884.5242754255023,2840.974619402204,2869.15380859375,51430,0.0,0.0
2023-07-05 00:00:00-04:00,2822.1888799891008,2858.907222451894,2817.06539034313,2840.12109375,214317,0.0,0.0
