,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Signal
0,2024-01-01 00:00:00-05:00,5810.5478515625,5810.5478515625,5810.5478515625,5810.5478515625,0,0.0,0.0,compra
1,2024-01-02 00:00:00-05:00,5858.09716796875,6019.765433967888,5801.037779969054,5858.09716796875,1043924,0.0,0.0,compra
2,2024-01-03 00:00:00-05:00,5886.626995204522,5924.666588065295,5791.528013052592,5848.58740234375,452270,0.0,0.0,compra
3,2024-01-04 00:00:00-05:00,5877.117365910457,5934.1767578125,5858.097568609775,5934.1767578125,335040,0.0,0.0,compra
4,2024-01-05 00:00:00-05:00,5953.195995941875,6114.8642578125,5924.666302670587,6114.8642578125,454025,0.0,0.0,compra
5,2024-01-08 00:00:00-05:00,6114.8642578125,6114.8642578125,6114.8642578125,6114.8642578125,0,0.0,0.0,compra
6,2024-01-09 00:00:00-05:00,6114.864339320867,6181.433624507874,6038.78515625,6038.78515625,557823,0.0,0.0,compra
7,2024-01-10 00:00:00-05:00,6038.785296299661,6152.904073552568,6038.785296299661,6133.88427734375,452794,0.0,0.0,compra
8,2024-01-11 00:00:00-05:00,6200.4537034828245,6248.00319507395,6190.943805164599,6228.9833984375,773873,0.0,0.0,compra
9,2024-01-12 00:00:00-05:00,6238.493122632576,6428.691083688447,6238.493122632576,6276.53271484375,734346,0.0,0.0,compra
10,2024-01-15 00:00:00-05:00,6324.081859987174,6390.65114272388,6324.081859987174,6371.63134765625,390363,0.0,0.0,compra
11,2024-01-16 00:00:00-05:00,6371.63134765625,6428.6907328591415,6333.591757520989,6371.63134765625,394522,0.0,0.0,compra
12,2024-01-17 00:00:00-05:00,6371.63134765625,6419.180835325326,6305.062064919543,6371.63134765625,523435,0.0,0.0,compra
13,2024-01-18 00:00:00-05:00,6419.180875211148,6419.180875211148,6276.532411317568,6333.591796875,432904,0.0,0.0,compra
14,2024-01-19 00:00:00-05:00,6314.572526641705,6314.572526641705,6190.94384765625,6190.94384765625,313464,0.0,0.0,compra
15,2024-01-22 00:00:00-05:00,6190.94384765625,6190.94384765625,6190.94384765625,6190.94384765625,0,0.0,0.0,compra
16,2024-01-23 00:00:00-05:00,6276.532980504369,6371.631965057465,6257.51318359375,6257.51318359375,1349718,0.0,0.0,compra
17,2024-01-24 00:00:00-05:00,6257.51318359375,6257.51318359375,6257.51318359375,6257.51318359375,0,0.0,0.0,compra
18,2024-01-25 00:00:00-05:00,6257.51318359375,6257.51318359375,6257.51318359375,6257.51318359375,0,0.0,0.0,compra
19,2024-01-26 00:00:00-05:00,6257.51318359375,6257.51318359375,6257.51318359375,6257.51318359375,0,0.0,0.0,compra
20,2024-01-29 00:00:00-05:00,6238.493072836906,6238.493072836906,6200.453480929365,6209.96337890625,200462,0.0,0.0,compra
21,2024-01-30 00:00:00-05:00,6200.453337626361,6200.453337626361,6095.844462298309,6114.8642578125,337403,0.0,0.0,compra
22,2024-01-31 00:00:00-05:00,6095.844370269776,6162.413653564453,6029.275086975098,6086.33447265625,447186,0.0,0.0,compra
23,2024-02-01 00:00:00-05:00,6076.824923270089,6124.3744140625,5991.23583984375,5991.23583984375,286459,0.0,0.0,compra
24,2024-02-02 00:00:00-05:00,6086.335003930817,6095.844902374459,6029.275613268966,6048.29541015625,571108,0.0,0.0,compra
25,2024-02-05 00:00:00-05:00,6076.82497225152,6076.82497225152,6010.255684605573,6057.80517578125,125419,0.0,0.0,compra
26,2024-02-06 00:00:00-05:00,6124.3742372047245,6152.9039308563,6038.78515625,6038.78515625,325956,0.0,0.0,compra
27,2024-02-07 00:00:00-05:00,6038.784984588623,6086.33447265625,5991.235496520996,6086.33447265625,1360959,0.0,0.0,compra
28,2024-02-08 00:00:00-05:00,6086.334624796084,6086.334624796084,5829.5673828125,5829.5673828125,390836,0.0,0.0,compra
29,2024-02-09 00:00:00-05:00,6076.825192979946,6076.825192979946,5934.176714271497,5972.21630859375,265599,0.0,0.0,compra
30,2024-02-12 00:00:00-05:00,6076.824575042725,6133.883960723877,5972.215701293945,6086.33447265625,559848,0.0,0.0,compra
31,2024-02-13 00:00:00-05:00,6086.334645669292,6086.334645669292,6029.275258366142,6038.78515625,56501,0.0,0.0,compra
32,2024-02-14 00:00:00-05:00,5953.196247209821,6086.334821428572,5943.68634905134,5991.23583984375,207512,0.0,0.0,compra
33,2024-02-15 00:00:00-05:00,6000.745564714567,6038.78515625,6000.745564714567,6038.78515625,51877,0.0,0.0,compra
34,2024-02-16 00:00:00-05:00,6038.785296299661,6133.88427734375,5991.235805777616,6133.88427734375,368021,0.0,0.0,compra
35,2024-02-19 00:00:00-05:00,6133.884584463326,6133.884584463326,5953.196511432623,5972.21630859375,129074,0.0,0.0,compra
36,2024-02-20 00:00:00-05:00,5924.666213226318,6086.33447265625,5810.547441864014,6086.33447265625,63336,0.0,0.0,compra
37,2024-02-21 00:00:00-05:00,6181.433564379699,6343.101826832707,6181.433564379699,6324.08203125,1528633,0.0,0.0,compra
38,2024-02-22 00:00:00-05:00,6324.082653356481,6419.181640625,6286.043058449074,6419.181640625,350215,0.0,0.0,compra
39,2024-02-23 00:00:00-05:00,6390.651377196194,6495.26025390625,6352.611785665264,6495.26025390625,292022,0.0,0.0,compra
40,2024-02-26 00:00:00-05:00,6466.730601067747,6495.260294895988,6419.181111354013,6457.220703125,163261,0.0,0.0,compra
41,2024-02-27 00:00:00-05:00,6428.6907328591415,6438.200630392957,6371.63134765625,6371.63134765625,187329,0.0,0.0,compra
42,2024-02-28 00:00:00-05:00,6324.082480037913,6466.73095703125,6257.513190774356,6466.73095703125,198202,0.0,0.0,compra
43,2024-02-29 00:00:00-05:00,6495.260294895988,6495.260294895988,6390.6514175257735,6457.220703125,848522,0.0,0.0,compra
44,2024-03-01 00:00:00-05:00,6466.730747767857,6704.47820172991,6447.710951450893,6656.9287109375,1557887,0.0,0.0,compra
45,2024-03-04 00:00:00-05:00,6656.9288987379805,6999.285242101649,6656.9288987379805,6923.2060546875,1041698,0.0,0.0,compra
46,2024-03-05 00:00:00-05:00,6875.6563685825895,7503.309647042411,6875.6563685825895,7322.62158203125,1096151,0.0,0.0,compra
47,2024-03-06 00:00:00-05:00,7389.191183845766,7607.918850806452,7351.151589591734,7370.17138671875,944178,0.0,0.0,compra
48,2024-03-07 00:00:00-05:00,7436.74049979968,7484.289991486378,7417.720703125,7417.720703125,504664,0.0,0.0,compra
49,2024-03-08 00:00:00-05:00,7465.27001953125,7598.408593127985,7465.27001953125,7465.27001953125,462067,0.0,0.0,compra
