,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Buy_Mantein,Buy_Mantein_Rnd,Revertion_Mean,Revertion_Mean_Rnd,Media_Movil,Media_Movil_Rnd,Agente_BVC,Agente_BVC_Rnd
0,2024-01-01 00:00:00-05:00,5810.54736328125,5810.54736328125,5810.54736328125,5810.54736328125,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,mantén,0.0
1,2024-01-02 00:00:00-05:00,5858.09716796875,6019.765433967888,5801.037779969054,5858.09716796875,1043924,0.0,0.0,compra,0.008183360656860449,mantén,0.0,compra,0.008183275935583876,mantén,0.0
2,2024-01-03 00:00:00-05:00,5886.626995204522,5924.666588065295,5791.528013052592,5848.58740234375,452270,0.0,0.0,compra,-0.0016233540264572698,mantén,0.0,compra,-0.0016232706749463612,mantén,0.0
3,2024-01-04 00:00:00-05:00,5877.1163987379805,5934.17578125,5858.096604567308,5934.17578125,335040,0.0,0.0,compra,0.014634025794322832,mantén,0.0,compra,0.014634024572571437,compra,0.014634025794322832
4,2024-01-05 00:00:00-05:00,5953.196471313667,6114.86474609375,5924.66677576424,6114.86474609375,454025,0.0,0.0,compra,0.030448873020355476,vende,-0.030448788232030875,compra,0.030448788232030875,compra,0.030448790737445768
5,2024-01-08 00:00:00-05:00,6114.86474609375,6114.86474609375,6114.86474609375,6114.86474609375,0,0.0,0.0,compra,0.0,vende,-0.0,compra,0.0,mantén,0.0
6,2024-01-09 00:00:00-05:00,6114.863844888041,6181.433124692421,6038.78466796875,6038.78466796875,557823,0.0,0.0,compra,-0.012441825172601059,mantén,0.0,compra,-0.012441665469559283,mantén,0.0
7,2024-01-10 00:00:00-05:00,6038.785777010658,6152.904563347868,6038.785777010658,6133.884765625,452794,0.0,0.0,compra,0.015748218041402456,mantén,0.0,compra,0.015748053779632364,mantén,0.0
8,2024-01-11 00:00:00-05:00,6200.4537034828245,6248.00319507395,6190.943805164599,6228.9833984375,773873,0.0,0.0,compra,0.015503817963037674,vende,-0.015503817963037674,compra,0.015503817963037674,mantén,0.0
9,2024-01-12 00:00:00-05:00,6238.493122632576,6428.691083688447,6238.493122632576,6276.53271484375,734346,0.0,0.0,compra,0.0076335596621075336,mantén,0.0,compra,0.0076335596621075336,mantén,0.0
10,2024-01-15 00:00:00-05:00,6324.082344624534,6390.651632462686,6324.082344624534,6371.6318359375,390363,0.0,0.0,compra,0.015151537546971494,vende,-0.01515145975222841,compra,0.01515145975222841,mantén,0.0
11,2024-01-16 00:00:00-05:00,6371.6318359375,6428.69122551306,6333.592242887127,6371.6318359375,394522,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,mantén,0.0
12,2024-01-17 00:00:00-05:00,6371.6318359375,6419.181327250467,6305.062548099347,6371.6318359375,523435,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,compra,0.0
13,2024-01-18 00:00:00-05:00,6419.181370090794,6419.181370090794,6276.532895199887,6333.59228515625,432904,0.0,0.0,compra,-0.005970142619775675,mantén,0.0,compra,-0.005970066443657689,compra,-0.005970219253401498
14,2024-01-19 00:00:00-05:00,6314.572526641705,6314.572526641705,6190.94384765625,6190.94384765625,313464,0.0,0.0,compra,-0.022522516618936558,mantén,0.0,compra,-0.022522593712823884,compra,-0.02252251835528505
15,2024-01-22 00:00:00-05:00,6190.94384765625,6190.94384765625,6190.94384765625,6190.94384765625,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,mantén,0.0
16,2024-01-23 00:00:00-05:00,6276.532490738981,6371.631467871391,6257.5126953125,6257.5126953125,1349718,0.0,0.0,compra,0.01075261693440354,mantén,0.0,compra,0.010752696652715046,compra,0.010752696652715046
17,2024-01-24 00:00:00-05:00,6257.5126953125,6257.5126953125,6257.5126953125,6257.5126953125,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,mantén,0.0
18,2024-01-25 00:00:00-05:00,6257.5126953125,6257.5126953125,6257.5126953125,6257.5126953125,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,compra,0.0
19,2024-01-26 00:00:00-05:00,6257.5126953125,6257.5126953125,6257.5126953125,6257.5126953125,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,mantén,0.0
20,2024-01-29 00:00:00-05:00,6238.493072836906,6238.493072836906,6200.453480929365,6209.96337890625,200462,0.0,0.0,compra,-0.007598756682007081,mantén,0.0,compra,-0.007598756682007081,mantén,0.0
21,2024-01-30 00:00:00-05:00,6200.45383274203,6200.45383274203,6095.844949060799,6114.86474609375,337403,0.0,0.0,compra,-0.015313879810552048,mantén,0.0,compra,-0.015313879810552048,mantén,0.0
22,2024-01-31 00:00:00-05:00,6095.844370269776,6162.413653564453,6029.275086975098,6086.33447265625,447186,0.0,0.0,compra,-0.004665724365485841,mantén,0.0,compra,-0.004665724365485841,mantén,0.0
23,2024-02-01 00:00:00-05:00,6076.824923270089,6124.3744140625,5991.23583984375,5991.23583984375,286459,0.0,0.0,compra,-0.015624943591211516,mantén,0.0,compra,-0.015624943591211516,mantén,0.0
24,2024-02-02 00:00:00-05:00,6086.335003930817,6095.844902374459,6029.275613268966,6048.29541015625,571108,0.0,0.0,compra,0.009523839794960917,mantén,0.0,compra,0.009523839794960917,mantén,0.0
25,2024-02-05 00:00:00-05:00,6076.824482437206,6076.824482437206,6010.255200156986,6057.8046875,125419,0.0,0.0,compra,0.0015722243539530321,mantén,0.0,compra,0.001572305084343479,mantén,0.0
26,2024-02-06 00:00:00-05:00,6124.373742002953,6152.903433347688,6038.78466796875,6038.78466796875,325956,0.0,0.0,compra,-0.00313975450058615,mantén,0.0,compra,-0.003139673643853548,mantén,0.0
27,2024-02-07 00:00:00-05:00,6038.784984588623,6086.33447265625,5991.235496520996,6086.33447265625,1360959,0.0,0.0,compra,0.007874068591933119,mantén,0.0,compra,0.007873905603531468,compra,0.007874068591933119
28,2024-02-08 00:00:00-05:00,6086.334624796084,6086.334624796084,5829.5673828125,5829.5673828125,390836,0.0,0.0,compra,-0.04218747605760311,compra,-0.0421873958317706,compra,-0.0421873958317706,mantén,0.0
29,2024-02-09 00:00:00-05:00,6076.824696145999,6076.824696145999,5934.176229100318,5972.2158203125,265599,0.0,0.0,compra,0.024469815362384344,mantén,0.0,compra,0.024469729553382183,mantén,0.0
30,2024-02-12 00:00:00-05:00,6076.824575042725,6133.883960723877,5972.215701293945,6086.33447265625,559848,0.0,0.0,compra,0.019108259945264112,mantén,0.0,compra,0.019108259945264112,mantén,0.0
31,2024-02-13 00:00:00-05:00,6086.334153543307,6086.334153543307,6029.274770853839,6038.78466796875,56501,0.0,0.0,compra,-0.007812552021438268,mantén,0.0,compra,-0.007812391569773249,compra,-0.007812552021438268
32,2024-02-14 00:00:00-05:00,5953.196247209821,6086.334821428572,5943.68634905134,5991.23583984375,207512,0.0,0.0,compra,-0.007873906876860683,mantén,0.0,compra,-0.007874067318577751,mantén,0.0
33,2024-02-15 00:00:00-05:00,6000.7450795091045,6038.78466796875,6000.7450795091045,6038.78466796875,51877,0.0,0.0,compra,0.007936397330377844,mantén,0.0,compra,0.007936560328885348,mantén,0.0
34,2024-02-16 00:00:00-05:00,6038.785777010658,6133.884765625,5991.2362827034885,6133.884765625,368021,0.0,0.0,compra,0.015748218041402456,mantén,0.0,compra,0.015748053779632364,compra,0.015748137183866237
35,2024-02-19 00:00:00-05:00,6133.884082964271,6133.884082964271,5953.196024706409,5972.2158203125,129074,0.0,0.0,compra,-0.026356697507346646,mantén,0.0,vende,0.026356697507346646,mantén,0.0
36,2024-02-20 00:00:00-05:00,5924.666213226318,6086.33447265625,5810.547441864014,6086.33447265625,63336,0.0,0.0,compra,0.019108259945264112,mantén,0.0,vende,-0.019108259945264112,mantén,0.0
37,2024-02-21 00:00:00-05:00,6181.433564379699,6343.101826832707,6181.433564379699,6324.08203125,1528633,0.0,0.0,compra,0.03906251942969381,vende,-0.03906259965552632,compra,0.03906259965552632,mantén,0.0
38,2024-02-22 00:00:00-05:00,6324.082172309028,6419.18115234375,6286.04258029514,6419.18115234375,350215,0.0,0.0,compra,0.015037616625436621,vende,-0.01503753825456864,compra,0.01503753825456864,mantén,0.0
39,2024-02-23 00:00:00-05:00,6390.651377196194,6495.26025390625,6352.611785665264,6495.26025390625,292022,0.0,0.0,compra,0.011851839005154458,vende,-0.011851915071125867,compra,0.011851915071125867,compra,0.011851839005154458
40,2024-02-26 00:00:00-05:00,6466.730601067747,6495.260294895988,6419.181111354013,6457.220703125,163261,0.0,0.0,compra,-0.005856509099596588,mantén,0.0,compra,-0.005856583834337145,mantén,0.0
41,2024-02-27 00:00:00-05:00,6428.69122551306,6438.201123775653,6371.6318359375,6371.6318359375,187329,0.0,0.0,compra,-0.013254753263440245,mantén,0.0,compra,-0.013254828881306266,compra,-0.013254753263440245
42,2024-02-28 00:00:00-05:00,6324.082480037913,6466.73095703125,6257.513190774356,6466.73095703125,198202,0.0,0.0,compra,0.0149253948662521,mantén,0.0,compra,0.01492547264367101,mantén,0.0
43,2024-02-29 00:00:00-05:00,6495.260294895988,6495.260294895988,6390.6514175257735,6457.220703125,848522,0.0,0.0,compra,-0.0014706431997003897,mantén,0.0,compra,-0.0014706431997003897,mantén,0.0
