,ARR,Volatilidad,Sharpe Ratio
Buy_Mantein,0.8383917952241033,0.3057810558726275,2.578288550198827
Revertion_Mean,-0.5719574072938605,0.19010805964532054,-3.2715993654042315
Media_Movil,0.2645249302660111,0.30782788533005573,0.6968989506457338
Agente_BVC,0.13410138407466832,0.1757777722197711,0.4784528954520951
