,ARR,Volatilidad,Sharpe Ratio
Buy_Mantein,0.34116365178884234,0.23305128602168937,1.249354409319778
Revertion_Mean,-0.35885238938929187,0.11980337949882235,-3.4126949598555427
Media_Movil,0.07598237439790645,0.2337389893221965,0.11115977900499585
Agente_BVC,0.0857444580918032,0.1285172464871627,0.27812966017268065
