Date,Close,SMA_10,SMA_50,Signal
2024-01-01 05:00:00,26946.267578125,26113.3916015625,24458.2865234375,compra
2024-01-02 05:00:00,27468.62109375,26339.77890625,24543.03921875,compra
2024-01-03 05:00:00,27288.498046875,26546.40703125,24629.9534765625,compra
2024-01-04 05:00:00,29053.6953125,26878.9009765625,24753.7437109375,compra
2024-01-05 05:00:00,29900.26953125,27318.7591796875,24892.369375,compra
2024-01-08 05:00:00,29900.26953125,27758.6173828125,25030.47109375,compra
2024-01-09 05:00:00,29269.84375,28032.4033203125,25154.7415625,compra
2024-01-10 05:00:00,28873.572265625,28259.3572265625,25276.326640625,compra
2024-01-11 05:00:00,28171.095703125,28381.8400390625,25375.128828125,compra
2024-01-12 05:00:00,28081.037109375,28495.3169921875,25465.66703125,compra
2024-01-15 05:00:00,28495.31640625,28650.221875,25564.4908203125,compra
2024-01-16 05:00:00,27648.7421875,28668.233984375,25647.60578125,compra
2024-01-17 05:00:00,27936.9375,28733.0779296875,25732.292578125,compra
2024-01-18 05:00:00,28279.16796875,28655.6251953125,25825.9200390625,compra
2024-01-19 05:00:00,28153.0859375,28480.9068359375,25912.4844921875,compra
2024-01-22 05:00:00,28153.0859375,28306.1884765625,25999.0489453125,compra
2024-01-23 05:00:00,27648.7421875,28144.0783203125,26072.731796875,compra
2024-01-24 05:00:00,27648.7421875,28021.5953125,26141.52390625,compra
2024-01-25 05:00:00,27648.7421875,27969.3599609375,26209.9666796875,compra
2024-01-26 05:00:00,27648.7421875,27926.13046875,26277.71078125,compra
2024-01-29 05:00:00,28026.998046875,27879.2986328125,26357.56140625,compra
2024-01-30 05:00:00,27918.92578125,27906.3169921875,26433.8532421875,compra
2024-01-31 05:00:00,27630.728515625,27875.69609375,26491.8049609375,compra
2024-02-01 05:00:00,28099.046875,27857.683984375,26565.4111328125,compra
2024-02-02 05:00:00,28441.28125,27886.503515625,26642.0192578125,compra
2024-02-05 05:00:00,28189.109375,27890.105859375,26717.07734375,compra
2024-02-06 05:00:00,28333.208984375,27958.5525390625,26798.1614453125,compra
2024-02-07 05:00:00,28423.267578125,28036.005078125,26879.3000390625,compra
2024-02-08 05:00:00,27918.92578125,28063.0234375,26952.0984765625,compra
2024-02-09 05:00:00,27738.8046875,28072.0296875,27016.40375,compra
2024-02-12 05:00:00,27792.83984375,28048.6138671875,27080.043046875,compra
2024-02-13 05:00:00,27396.57421875,27996.3787109375,27138.551796875,compra
2024-02-14 05:00:00,27810.853515625,28014.3912109375,27207.442109375,compra
2024-02-15 05:00:00,27900.9140625,27994.5779296875,27278.1336328125,compra
2024-02-16 05:00:00,27918.92578125,27942.3423828125,27349.185390625,compra
2024-02-19 05:00:00,26315.83984375,27755.0154296875,27390.62078125,compra
2024-02-20 05:00:00,27666.75390625,27688.369921875,27451.3890234375,compra
2024-02-21 05:00:00,28369.232421875,27682.96640625,27517.4733984375,compra
2024-02-22 05:00:00,28855.560546875,27776.6298828125,27583.8521875,compra
2024-02-23 05:00:00,29449.96484375,27947.7458984375,27671.5512109375,compra
2024-02-26 05:00:00,29449.96484375,28113.4583984375,27760.996875,compra
2024-02-27 05:00:00,28891.5859375,28262.9595703125,27834.7336328125,compra
2024-02-28 05:00:00,29071.705078125,28389.0447265625,27911.7233984375,compra
2024-02-29 05:00:00,28891.5859375,28488.1119140625,27974.98,compra
2024-03-01 05:00:00,29053.6953125,28601.5888671875,28046.02015625,compra
2024-03-04 05:00:00,28909.599609375,28860.96484375,28114.1783984375,compra
2024-03-05 05:00:00,29143.75390625,29008.66484375,28166.4137890625,compra
2024-03-06 05:00:00,29431.951171875,29114.93671875,28222.9721484375,compra
2024-03-07 05:00:00,29630.083984375,29192.3890625,28276.6484765625,compra
2024-03-08 05:00:00,28729.474609375,29120.3400390625,28312.3126171875,compra
2024-03-11 04:00:00,28819.53515625,29057.2970703125,28349.77796875,compra
2024-03-12 04:00:00,28729.474609375,29041.0859375,28374.9950390625,compra
