,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Buy_Mantein,Buy_Mantein_Rnd,Revertion_Mean,Revertion_Mean_Rnd,Media_Movil,Media_Movil_Rnd,Agente_BVC,Agente_BVC_Rnd
0,2024-01-01 00:00:00-05:00,26946.265625,26946.265625,26946.265625,26946.265625,0,0.0,0.0,compra,0.0,mantén,0.0,compra,0.0,compra,0.0
1,2024-01-02 00:00:00-05:00,26856.20402535861,27756.814488985656,26856.20402535861,27468.619140625,344331,0.0,0.0,compra,0.01938500580727501,mantén,0.0,compra,0.019385004402206966,mantén,0.0
2,2024-01-03 00:00:00-05:00,27468.62014619431,27918.925394492577,27288.498046875,27288.498046875,208828,0.0,0.0,compra,-0.006557340681301596,mantén,0.0,compra,-0.006557411318909773,mantén,0.0
3,2024-01-04 00:00:00-05:00,27648.74104565445,29053.693359375,27648.74104565445,29053.693359375,498310,0.0,0.0,compra,0.06468642244317822,vende,-0.06468649401637351,compra,0.06468649401637351,compra,0.06468641781336461
4,2024-01-05 00:00:00-05:00,29053.695634883283,30170.452689664908,29053.695634883283,29900.26953125,716198,0.0,0.0,compra,0.029138332307820966,vende,-0.029138263124339012,compra,0.029138263124339012,compra,0.029138330349006272
5,2024-01-08 00:00:00-05:00,29900.26953125,29900.26953125,29900.26953125,29900.26953125,0,0.0,0.0,compra,0.0,vende,-0.0,compra,0.0,mantén,0.0
6,2024-01-09 00:00:00-05:00,29197.792955528847,29377.91505889423,28765.49990745192,29269.841796875,861419,0.0,0.0,compra,-0.021084349547956887,mantén,0.0,compra,-0.021084284226639365,mantén,0.0
7,2024-01-10 00:00:00-05:00,29359.90192948768,29540.0240272146,28873.572265625,28873.572265625,506419,0.0,0.0,compra,-0.013538492418237388,mantén,0.0,compra,-0.013538558243072275,compra,-0.013538359865150227
8,2024-01-11 00:00:00-05:00,28909.59829813379,28909.59829813379,28171.09765625,28171.09765625,382387,0.0,0.0,compra,-0.02432932797204732,mantén,0.0,compra,-0.024329395616084642,mantén,0.0
9,2024-01-12 00:00:00-05:00,27918.925267599425,28225.132835050517,27864.888638049237,28081.03515625,229754,0.0,0.0,compra,-0.0031969822794611223,mantén,0.0,compra,-0.0031968438394822485,mantén,0.0
10,2024-01-15 00:00:00-05:00,28153.08441401312,28495.31640625,28153.08441401312,28495.31640625,86213,0.0,0.0,compra,0.014753061904407515,mantén,0.0,compra,0.014752991325120635,mantén,0.0
11,2024-01-16 00:00:00-05:00,28495.31605252443,28495.31605252443,27648.7421875,27648.7421875,652628,0.0,0.0,compra,-0.029709240868942142,mantén,0.0,compra,-0.029709240868942142,compra,-0.029709240868942142
12,2024-01-17 00:00:00-05:00,27558.67916616296,28099.045424323016,27558.67916616296,27936.935546875,445398,0.0,0.0,compra,0.010423380471365248,mantén,0.0,compra,0.010423451112010916,mantén,0.0
