Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-01 00:00:00-05:00,26946.265625,26946.265625,26946.265625,26946.265625,0,0.0,0.0
2024-01-02 00:00:00-05:00,26856.20402535861,27756.814488985656,26856.20402535861,27468.619140625,344331,0.0,0.0
2024-01-03 00:00:00-05:00,27468.62014619431,27918.925394492577,27288.498046875,27288.498046875,208828,0.0,0.0
2024-01-04 00:00:00-05:00,27648.74104565445,29053.693359375,27648.74104565445,29053.693359375,498310,0.0,0.0
2024-01-05 00:00:00-05:00,29053.695634883283,30170.452689664908,29053.695634883283,29900.26953125,716198,0.0,0.0
2024-01-08 00:00:00-05:00,29900.26953125,29900.26953125,29900.26953125,29900.26953125,0,0.0,0.0
2024-01-09 00:00:00-05:00,29197.792955528847,29377.91505889423,28765.499907451922,29269.841796875,861419,0.0,0.0
2024-01-10 00:00:00-05:00,29359.901929487678,29540.024027214597,28873.572265625,28873.572265625,506419,0.0,0.0
2024-01-11 00:00:00-05:00,28909.59829813379,28909.59829813379,28171.09765625,28171.09765625,382387,0.0,0.0
2024-01-12 00:00:00-05:00,27918.925267599425,28225.132835050514,27864.888638049233,28081.03515625,229754,0.0,0.0
2024-01-15 00:00:00-05:00,28153.084414013116,28495.31640625,28153.084414013116,28495.31640625,86213,0.0,0.0
2024-01-16 00:00:00-05:00,28495.31605252443,28495.31605252443,27648.7421875,27648.7421875,652628,0.0,0.0
2024-01-17 00:00:00-05:00,27558.679166162958,28099.045424323016,27558.679166162958,27936.935546875,445398,0.0,0.0
2024-01-18 00:00:00-05:00,28008.986769755174,28369.23097258161,27648.742566928744,28279.169921875,408206,0.0,0.0
2024-01-19 00:00:00-05:00,28279.171415147153,28333.208048424505,27918.927193298146,28153.0859375,789471,0.0,0.0
2024-01-22 00:00:00-05:00,28153.0859375,28153.0859375,28153.0859375,28153.0859375,0,0.0,0.0
2024-01-23 00:00:00-05:00,28008.986385382737,28135.071854641694,27648.7421875,27648.7421875,440040,0.0,0.0
2024-01-24 00:00:00-05:00,27648.7421875,27648.7421875,27648.7421875,27648.7421875,0,0.0,0.0
2024-01-25 00:00:00-05:00,27648.7421875,27648.7421875,27648.7421875,27648.7421875,0,0.0,0.0
